"","Game","Team1Score","Team2Score","Margin","Team1Win","Team2Win","Team1Cover","Team2Cover","Total","Over","Under","OverTeam1Cover","OverTeam2Cover","UnderTeam1Cover","UnderTeam2Cover","OverTeam1Win","OverTeam2Win","UnderTeam1Win","UnderTeam2Win","GameTotal","GameSpread","Team1WinPayout","Team2WinPayout"
"11","murrayst-jacksonvillest",72.837312801579,69.0278159067704,-3.80949689480858,0.614621,0.385379,0.449691,0.550309,141.865128708349,0.618002,0.381998,0.285827,0.332175,0.163864,0.218134,0.38227,0.235732,0.232351,0.149647,135.5,-5.5,-220,200
"12","delaware-jamesmadison",77.371752451934,71.4057091948378,-5.96604325709624,0.659813,0.340187,0.620826,0.379174,148.777461646772,0.410345,0.589655,0.275022,0.135323,0.345804,0.243851,0.289177,0.121168,0.370636,0.219019,152,-1.5,-118,108
"13","purdue-michigan",57.3518513078175,82.078882821313,24.7270315134955,0.031204,0.968796,0.07192,0.92808,139.43073412913,0.679347,0.320653,0.040501,0.638846,0.031419,0.289234,0.016782,0.662565,0.014422,0.306231,130.5,5.5,215,-235
"14","minnesota-michiganst",69.5157859411523,87.4846102855234,17.968824344371,0.088357,0.911643,0.353223,0.646777,157.000396226676,0.706464,0.293536,0.249102,0.457362,0.104121,0.189415,0.066685,0.639779,0.021672,0.271864,146,13,600,-750
"15","marshall-mtsu",74.913726349573,71.2620470270578,-3.65167932251519,0.59842,0.40158,0.479954,0.520046,146.175773376631,0.380165,0.619835,0.183818,0.196347,0.296136,0.323699,0.224251,0.155914,0.374169,0.245666,151,-4.5,-190,175
"16","siuedwardsville-moreheadst",53.1345765724039,63.8458912356811,10.7113146632772,0.171189,0.828811,0.40545,0.59455,116.980467808085,0.089102,0.910898,0.035318,0.053784,0.370132,0.540766,0.01714,0.071962,0.154049,0.756849,138,8,328,-365
"17","chicagost-nmsu",42.8643607991595,81.6344256241328,33.4400157465433,0.001518,0.998482,0.263263,0.736737,124.498786423292,0.193255,0.806745,0.0374649999999999,0.15579,0.225798,0.580947,0.000135,0.19312,0.001383,0.805362,138,31,14000,-20000
"18","floridainternational-northtexas",67.5743905644669,71.0557488431778,3.48135827871095,0.404432,0.595568,0.61369,0.38631,138.630139407645,0.403304,0.596696,0.236773,0.166531,0.376917,0.219779,0.1595,0.243804,0.244932,0.351764,142,7.5,290,-320
"19","hofstra-northeastern",71.0954400595406,76.7256760287318,5.63023596919113,0.34253,0.65747,0.46924,0.53076,147.821116088272,0.526896,0.473104,0.22946,0.297436,0.23978,0.233324,0.167528,0.359368,0.175002,0.298102,145.5,4.5,170,-185
"20","northdakotast-oralroberts",65.2225420138894,78.7467823473546,13.5242403334652,0.160174,0.839826,0.22998,0.77002,143.969324361244,0.464518,0.535482,0.122252,0.342266,0.107728,0.427754,0.088726,0.375792,0.071448,0.464034,144.5,3.5,150,-160
"21","arizona-oregon",80.0128853278075,80.2331998071807,0.22031447937325,0.491714,0.508286,0.582854,0.417146,160.246085134988,0.837886,0.162114,0.493625,0.344261,0.089229,0.072885,0.418788,0.419098,0.072926,0.089188,141.5,3,140,-150
"22","arizonast-oregonst",66.8575677726475,84.3272345663281,17.4696667936806,0.094294,0.905706,0.18254,0.81746,151.184802338976,0.621986,0.378014,0.110385,0.511601,0.072155,0.305859,0.057936,0.56405,0.036358,0.341656,144.5,5.5,210,-230
"23","floridaatlantic-rice",66.892694954884,70.9618805852599,4.06918563037585,0.390244,0.609756,0.363141,0.636859,137.854575540144,0.398264,0.601736,0.140643,0.257621,0.222498,0.379238,0.15036,0.247904,0.239884,0.361852,141.5,-1,-112,102
"24","northernarizona-sacramentost",61.5522881957493,64.1218000901005,2.5695118943512,0.411643,0.588357,0.59727,0.40273,125.67408828585,0.529874,0.470126,0.325296,0.204578,0.271974,0.198152,0.232506,0.297368,0.179137,0.290989,123.5,5.5,210,-230
"25","byu-stmarys",67.7791151085528,77.1087313182398,9.32961620968705,0.229812,0.770188,0.412438,0.587562,144.887846426793,0.686726,0.313274,0.279407,0.407319,0.133031,0.180243,0.158563,0.528163,0.071249,0.242025,135.5,6.5,210,-230
"26","gonzaga-sandiego",87.0917657803351,62.1734208083098,-24.9183449720253,0.965998,0.034002,0.756489,0.243511,149.265186588645,0.547275,0.452725,0.433125,0.11415,0.323364,0.129361,0.531635,0.01564,0.434363,0.018362,146,-15.5,-1500,1200
"27","santaclara-sanfrancisco",78.0464739372808,81.26865875485,3.22218481756919,0.418111,0.581889,0.570478,0.429522,159.315132692131,0.598221,0.401779,0.34223,0.255991,0.228248,0.173531,0.25642,0.341801,0.161691,0.240088,153,6,220,-240
"28","stpeters-siena",56.6669988109555,71.9451944909368,15.2781956799812,0.106309,0.893691,0.29046,0.70954,128.612193301892,0.308818,0.691182,0.097723,0.211095,0.192737,0.498445,0.040622,0.268196,0.065687,0.625495,136,8.5,355,-400
"29","arkansasst-southalabama",62.3445553755465,69.1426914598103,6.79813608426383,0.275886,0.724114,0.490331,0.509669,131.487246835357,0.369599,0.630401,0.173777,0.195822,0.316554,0.313847,0.100544,0.269055,0.175342,0.455059,136,6.5,255,-280
"30","belmont-sems",73.8153928626153,57.6705444914758,-16.1448483711394,0.877613,0.122387,0.613185,0.386815,131.485937354091,0.194961,0.805039,0.150517,0.044444,0.462668,0.342371,0.18279,0.012171,0.694823,0.110216,146.5,-12,-840,660
"31","washington-stanford",68.2389500424743,72.658087874261,4.41913783178664,0.36828,0.63172,0.441453,0.558547,140.897037916735,0.653151,0.346849,0.290207,0.362944,0.151246,0.195603,0.244123,0.409028,0.124157,0.222692,133,2.5,130,-140
"32","tennesseest-tennesseemartin",62.4584181305914,81.4630691300978,19.0046509995063,0.081838,0.918162,0.062178,0.937822,143.921487260689,0.284248,0.715752,0.0202,0.264048,0.041978,0.673774,0.025781,0.258467,0.056057,0.659695,153.5,-2,-125,115
"33","austinpeay-tennesseetech",66.8560986454578,49.956593859015,-16.8995047864428,0.926919,0.073081,0.790484,0.209516,116.812692504473,0.094846,0.905154,0.076913,0.017933,0.713571,0.191583,0.087304,0.007542,0.839615,0.065539,137.5,-7.5,-325,295
"34","appalachianst-texasarlington",57.3843647997451,69.1185445591462,11.7341797594012,0.181242,0.818758,0.314598,0.685402,126.502909358891,0.227881,0.772119,0.063244,0.164637,0.251354,0.520765,0.037565,0.190316,0.143677,0.628442,138.5,5.5,200,-220
"35","coastalcarolina-texasst",63.9409986607067,69.4436427409085,5.50264408020175,0.323139,0.676861,0.417588,0.582412,133.384641401615,0.325617,0.674383,0.144756,0.180861,0.272832,0.401551,0.115787,0.20983,0.207352,0.467031,140,3,140,-150
"36","drexel-towson",54.9227675870835,63.2521469889237,8.3293794018402,0.241225,0.758775,0.373281,0.626719,118.174914576007,0.199209,0.800791,0.082069,0.11714,0.291212,0.509579,0.057312,0.141897,0.183913,0.616878,131,4.5,185,-200
"37","arkansaslittlerock-troy",60.1703741868611,63.0160128396864,2.8456386528253,0.407864,0.592136,0.455623,0.544377,123.186387026548,0.157568,0.842432,0.07711,0.080458,0.378513,0.463919,0.07037,0.087198,0.337494,0.504938,139.5,1.5,108,-118
"38","westernkentucky-uab",65.5287755364518,57.6685908446406,-7.86018469181126,0.749514,0.250486,0.706093,0.293907,123.197366381092,0.200449,0.799551,0.150653,0.049796,0.55544,0.244111,0.157782,0.042667,0.591732,0.207819,136,-1.5,-120,110
"39","ucriverside-ucdavis",53.6915258017454,63.0968012985445,9.40527549679909,0.214718,0.785282,0.280932,0.719068,116.78832710029,0.217841,0.782159,0.06932,0.148521,0.211612,0.570547,0.055847,0.161994,0.158871,0.623288,128.5,2.5,130,-140
"40","somiss-utep",50.3724035742928,59.4631510577653,9.09074748347246,0.218299,0.781701,0.533145,0.466855,109.835554632058,0.117942,0.882058,0.061155,0.056787,0.47199,0.410068,0.02919,0.088752,0.189109,0.692949,128,10,435,-500
"41","louisianatech-utsa",82.6269058413282,73.6770117428876,-8.94989409844067,0.733466,0.266534,0.564971,0.435029,156.303917584216,0.584642,0.415358,0.365804,0.218838,0.199167,0.216191,0.454392,0.13025,0.279074,0.136284,151,-6.5,-300,270
"42","northerncolorado-weberst",67.8823479529174,63.7092263746035,-4.17312157831391,0.620993,0.379007,0.546088,0.453912,131.591574327521,0.398545,0.601455,0.237909,0.160636,0.308179,0.293276,0.264573,0.133972,0.35642,0.245035,135,-2.5,-150,140
"43","memphis-wichitast",72.3116416893452,83.1418766731764,10.8302349838312,0.213507,0.786493,0.375004,0.624996,155.453518362522,0.731572,0.268428,0.273646,0.457926,0.101358,0.16707,0.158527,0.573045,0.05498,0.213448,143,6.5,195,-215
"44","oakland-youngstownst",56.1433505749598,66.0307206758969,9.88737010093708,0.188031,0.811969,0.253787,0.746213,122.174071250857,0.170903,0.829097,0.044746,0.126157,0.209041,0.620056,0.034264,0.136639,0.153767,0.67533,136.5,2.5,130,-140
"45","oakland-youngstownst",56.1433505749598,66.0307206758969,9.88737010093708,0.188031,0.811969,0.253787,0.746213,122.174071250857,0.170903,0.829097,0.044746,0.126157,0.209041,0.620056,0.034264,0.136639,0.153767,0.67533,136.5,2.5,130,-140
