"","Game.","Team","FGM","FGA","X3PM","X3PA","FTM","FTA","OREB","TR","AST","TO","STL","BLK","PF","PTS"
"3529",1178,"southdakota",22,65,4,23,7,13,9,35,8,10,3,1,15,55
"4440",1178,"washington",25,57,8,22,17,20,6,42,9,12,5,5,17,75
"776",1179,"columbia",29,64,9,26,9,12,6,29,15,8,7,0,14,76
"893",1179,"delaware",29,54,9,20,17,19,4,35,12,11,2,2,9,84
"1498",1180,"holycross",31,59,8,23,11,14,9,38,12,10,4,1,14,81
"2185",1180,"mercer",27,60,5,19,8,13,8,30,12,10,4,0,13,67
"550",1181,"canisius",21,56,5,19,10,15,11,34,11,16,9,4,21,57
"1482",1181,"hofstra",22,59,4,15,16,17,15,43,9,17,8,0,14,64
"1573",1182,"illinois",28,53,6,17,17,23,10,32,16,13,4,4,17,79
"2188",1182,"miamifl",32,54,10,18,7,13,4,23,9,11,7,2,21,81
"1471",1183,"highpoint",24,52,4,17,18,25,10,27,14,15,8,3,15,70
"2779",1183,"northflorida",29,55,17,35,18,20,10,32,22,15,8,4,18,93
"2468",1184,"nccentral",20,47,7,20,12,18,6,27,14,16,11,1,12,59
"4600",1184,"wofford",29,54,11,27,8,12,5,24,12,15,9,4,13,77
"2078",1185,"manhattan",17,59,7,20,6,10,12,34,11,12,7,3,17,47
"3748",1185,"stonybrook",22,51,7,20,14,21,12,44,10,15,6,4,16,65
"1247",1186,"furman",20,56,7,28,8,12,7,31,10,10,8,0,20,55
"3593",1186,"southflorida",21,53,9,23,14,22,13,46,13,17,5,3,16,65
"398",1187,"bryant",21,48,7,26,11,15,9,34,13,13,9,8,12,60
"2435",1187,"navy",19,60,6,26,1,5,18,39,11,13,5,1,15,45
"1184",1188,"floridaatlantic",22,60,8,27,12,18,10,38,7,10,2,3,16,64
"3616",1188,"stbonaventure",27,59,8,14,9,16,9,41,14,11,3,4,15,71
"1171",1189,"floridaam",25,56,1,11,7,11,10,25,11,17,10,0,11,58
"1785",1189,"kansasst",29,54,9,26,9,11,12,35,21,20,12,3,15,76
"2801",1190,"northtexas",27,54,7,19,16,23,14,38,14,13,5,6,16,77
"3899",1190,"texasarlington",23,55,8,22,12,17,11,28,15,13,7,4,23,66
"696",1191,"clemson",23,50,2,11,12,17,6,26,8,10,1,1,13,60
"2251",1191,"minnesota",28,52,8,22,14,19,6,30,17,8,3,5,19,78
"1582",1192,"illinoischicago",29,57,8,21,23,29,2,35,12,10,5,1,25,89
"3299",1192,"sandiego",29,68,5,17,20,26,11,41,9,8,3,3,22,83
"1075",1193,"elon",23,47,12,23,12,19,4,29,13,10,7,4,16,70
"1792",1193,"kennesawst",17,56,2,18,10,13,15,42,4,17,5,3,20,46
"1989",1194,"louisville",22,60,4,19,10,18,11,48,8,8,6,4,16,58
"2219",1194,"michigan",15,58,3,19,10,15,9,41,6,10,4,3,14,43
"990",1195,"duke",32,57,7,15,16,22,7,34,22,15,10,11,21,87
"2235",1195,"michiganst",28,62,4,16,15,23,11,32,21,14,7,6,15,75
"366",1196,"bradley",22,82,2,23,10,18,23,55,8,7,3,2,19,56
"2170",1196,"memphis",22,61,6,18,21,26,10,47,11,10,7,10,16,71
"1203",1197,"floridast",25,53,7,19,7,16,7,25,7,14,8,2,24,64
"1622",1197,"indiana",25,45,7,15,23,38,10,35,10,18,5,4,19,80
"263",1198,"baylor",27,67,11,31,13,22,16,52,18,12,11,7,14,78
"4145",1198,"umes",17,64,5,19,7,11,9,35,8,15,7,4,19,46
"869",1199,"dayton",41,69,9,25,8,14,10,38,30,13,10,4,18,99
"1530",1199,"houstonbaptist",22,57,8,21,16,26,10,32,13,17,3,2,14,68
"442",1200,"butler",24,47,8,17,11,15,3,32,14,13,5,0,15,67
"2256",1200,"mississippi",22,55,7,22,7,15,9,32,16,12,7,1,17,58
"150",1201,"arkansas",22,46,9,23,16,18,5,27,11,20,9,6,19,69
"230",1201,"austinpeay",22,53,6,19,11,13,10,30,8,21,4,0,21,61
"1411",1202,"hampton",25,54,5,19,8,18,11,32,12,9,3,3,15,63
"3183",1202,"richmond",26,57,15,29,13,18,11,33,22,7,6,1,14,80
"2819",1203,"northwesternst",20,59,5,22,6,11,9,32,13,15,5,4,22,51
"3454",1203,"someth",26,61,5,19,20,24,14,47,18,12,10,2,12,77
"1642",1204,"indianast",27,59,5,17,12,16,6,38,10,5,8,2,15,71
"2692",1204,"northdakotast",20,56,10,33,10,14,6,36,13,10,1,2,18,60
"3701",1205,"stjohns",29,61,8,20,13,20,12,37,24,19,9,8,16,79
"3757",1205,"stpeters",26,70,9,27,8,19,20,40,14,19,12,3,19,69
"334",1206,"bostoncollege",26,58,8,27,4,9,5,21,14,11,5,1,12,64
"2809",1206,"northwestern",32,55,9,20,9,10,7,38,18,14,5,0,15,82
"1661",1207,"iowa",26,61,11,34,5,8,12,37,17,12,10,1,15,68
"3771",1207,"syracuse",19,52,6,21,10,15,11,36,13,16,6,2,13,54
"1273",1208,"georgemason",26,60,5,15,10,15,14,45,14,13,8,7,11,67
"1740",1208,"jacksonvillest",26,65,6,23,2,6,10,35,8,10,5,5,18,60
"664",1209,"cincinnati",24,53,12,19,22,26,10,36,16,11,6,6,17,82
"4351",1209,"vermont",24,61,15,28,10,13,12,31,15,12,5,5,22,73
"107",1210,"american",29,49,10,23,17,22,5,31,21,18,13,6,28,85
"4125",1210,"umbc",18,48,4,12,21,36,12,29,6,20,4,3,19,61
"628",1211,"charlotte",28,52,4,12,15,27,12,30,12,22,8,6,22,75
"2436",1211,"ncasheville",30,60,9,25,14,22,15,34,12,17,11,2,24,83
"2922",1212,"olddominion",18,63,2,20,8,10,14,42,6,15,8,6,16,46
"4559",1212,"williammary",20,53,7,25,16,20,7,40,9,14,9,5,10,63
"4510",1213,"westernkentucky",32,65,6,15,4,7,5,35,8,15,5,6,18,74
"4618",1213,"wrightst",28,65,6,25,14,20,10,40,11,12,7,3,11,76
"953",1214,"detroit",18,62,6,22,15,18,14,35,8,16,9,4,15,57
"1801",1214,"kentst",35,68,8,26,14,16,13,43,21,12,9,10,17,92
"2851",1215,"oakland",25,46,4,13,18,24,6,36,9,10,3,2,17,72
"4517",1215,"westernmichigan",20,61,8,35,14,21,15,34,11,5,8,1,21,62
"403",1216,"bucknell",22,55,7,20,18,25,10,30,12,14,7,2,19,69
"3201",1216,"rider",31,59,7,17,20,26,9,34,18,12,4,4,17,89
"645",1217,"chattanooga",29,63,9,29,10,16,7,25,11,8,4,2,23,77
"4489",1217,"westerncarolina",29,55,8,19,21,28,12,39,11,14,2,1,17,87
"245",1218,"ballst",18,52,10,28,12,14,8,36,12,20,7,2,18,58
"2005",1218,"loyolachicago",22,51,9,15,17,23,4,31,17,12,9,1,14,70
"1830",1219,"lafayette",34,62,14,28,12,14,4,30,20,5,5,4,15,94
"3679",1219,"stjoes",25,60,8,27,13,18,10,35,13,11,2,0,16,71
"1056",1220,"easternmichigan",27,44,9,16,22,30,4,30,12,18,7,3,15,85
"4304",1220,"valparaiso",30,62,9,22,10,16,10,27,14,14,10,1,22,79
"271",1221,"belmont",29,57,10,28,12,16,5,35,14,18,7,4,12,80
"1912",1221,"lipscomb",31,69,7,28,6,7,9,33,10,15,9,2,18,75
"3856",1222,"texas",24,49,11,25,8,11,4,25,14,10,8,6,14,67
"4018",1222,"uab",22,53,4,13,9,10,11,33,11,13,3,2,13,57
"617",1223,"charlestonsouthern",22,56,10,22,14,19,10,30,12,7,7,3,18,68
"2287",1223,"missouri",20,56,4,26,16,20,18,47,10,16,5,2,22,60
"956",1224,"drake",21,58,7,18,7,12,12,36,14,11,7,6,11,56
"4293",1224,"uwmilwaukee",20,58,9,25,4,6,14,41,10,18,5,7,15,53
"2304",1225,"missourist",25,55,7,18,14,17,6,37,14,14,3,3,23,71
"2399",1225,"murrayst",22,59,5,16,20,29,11,36,5,10,3,3,18,69
"1947",1226,"louisianalafayette",32,56,9,22,25,33,13,41,20,19,7,4,17,98
"3390",1226,"sela",30,68,8,30,13,20,12,27,9,16,7,0,25,81
"192",1227,"arkansasst",25,55,6,17,22,26,8,29,17,12,9,3,19,78
"2543",1227,"nebraskaomaha",26,55,5,11,16,21,11,34,16,17,7,0,23,73
"427",1228,"buffalo",27,68,5,23,17,27,14,43,7,17,5,2,20,76
"4321",1228,"vanderbilt",32,69,4,18,22,26,10,44,13,13,8,6,24,90
"831",1229,"creighton",26,65,10,31,10,13,12,38,14,9,9,2,16,72
"2929",1229,"oralroberts",23,60,4,17,10,17,14,43,10,13,4,1,14,60
"3026",1230,"pittsburgh",27,58,5,16,12,17,11,33,18,13,9,5,16,71
"3229",1230,"rutgers",25,60,4,23,6,10,16,40,9,20,6,2,20,60
"1594",1231,"illinoisst",25,54,11,22,8,13,6,30,18,17,3,1,20,69
"3779",1231,"tcu",30,64,8,28,13,21,13,39,19,12,9,4,13,81
"2645",1232,"nmsu",21,54,5,19,12,17,11,36,10,14,7,3,13,59
"4258",1232,"utep",18,46,6,23,14,15,3,28,10,15,5,2,18,56
"1403",1233,"grandcanyon",26,54,5,18,18,24,5,38,9,11,7,2,16,75
"2379",1233,"mountstmarys",22,61,10,32,13,19,10,35,11,13,6,3,21,67
"2050",1234,"lsu",34,62,5,21,17,21,8,40,23,10,9,7,8,90
"2597",1234,"neworleans",23,63,4,11,4,6,9,30,10,15,7,0,15,54
"497",1235,"calstbakersfield",22,52,5,20,11,15,11,32,6,11,3,3,22,60
"4102",1235,"ucsb",20,52,8,18,16,23,13,35,6,11,3,1,15,64
"146",1236,"arizonast",26,62,5,12,14,19,8,42,9,12,7,2,16,71
"3309",1236,"sanfrancisco",24,66,8,28,11,16,11,41,5,10,7,6,17,67
"1041",1237,"easternkentucky",19,58,7,28,22,29,6,37,11,18,8,1,25,67
"3354",1237,"scupstate",21,54,7,20,30,38,6,41,13,16,5,2,24,79
"808",1238,"coppinst",31,61,10,29,13,16,2,32,15,11,6,4,17,85
"1015",1238,"eastcarolina",27,72,7,30,14,23,15,38,18,10,5,3,18,75
"2209",1239,"miamioh",18,55,4,24,14,16,10,36,10,16,6,1,20,54
"2770",1239,"northernkentucky",28,56,7,29,13,22,9,38,12,13,6,0,18,76
"1134",1240,"fairleighdickinson",27,54,5,16,19,26,5,23,10,11,6,3,13,78
"3134",1240,"quinnipiac",31,61,9,28,6,13,11,36,15,14,2,2,21,77
"847",1241,"dartmouth",29,56,12,30,10,17,5,32,20,15,5,4,19,80
"1345",1241,"georgiast",31,70,12,31,9,13,14,39,16,14,5,3,17,83
"282",1242,"bethunecookman",25,61,5,18,12,18,12,34,11,9,7,2,18,67
"3647",1242,"stetson",22,48,6,19,22,30,9,37,11,13,4,1,15,72
"3880",1243,"texasamcc",27,57,8,21,5,11,10,27,11,16,6,3,22,67
"4264",1243,"utsa",30,55,6,13,23,26,10,34,15,14,8,4,16,89
"3212",1244,"riogrande",29,71,9,28,23,29,14,53,20,22,10,7,31,90
"3281",1244,"samhoustonst",25,72,7,22,29,42,16,49,14,19,15,3,27,86
"916",1245,"denver",19,35,6,13,23,32,2,40,13,27,5,1,15,67
"1713",1245,"jacksonst",26,66,2,24,4,9,6,26,12,12,15,1,27,58
"1616",1246,"incarnateword",20,53,5,22,15,24,4,19,8,8,9,1,21,60
"3386",1246,"seattle",23,55,7,22,28,31,16,49,12,16,6,3,21,81
"2124",1247,"maryland",27,67,8,29,10,14,12,48,18,7,4,10,11,72
"2830",1247,"notredame",18,62,7,25,8,13,9,39,11,10,2,2,14,51
"3120",1248,"purdue",24,53,13,25,8,12,9,31,13,8,12,1,10,69
"4377",1248,"virginia",16,43,4,24,4,8,4,26,8,15,3,4,14,40
"2876",1249,"ohiost",26,56,10,26,12,15,13,48,17,15,5,4,18,74
"4175",1249,"unc",17,62,7,23,8,13,13,32,10,10,6,5,15,49
"1381",1250,"gonzaga",42,78,8,27,9,16,18,51,22,11,9,4,14,101
"3915",1250,"texassouthern",23,58,5,20,11,17,7,32,11,18,6,3,17,62
"752",1251,"colorado",22,53,7,21,25,33,15,39,9,18,5,9,16,76
"2022",1251,"loyolamarymount",27,52,3,9,7,17,9,30,7,20,13,4,29,64
"1169",1252,"floridaam",16,45,2,6,9,16,5,25,9,20,9,2,23,43
"3805",1252,"tennessee",24,55,3,16,21,28,16,43,15,15,10,4,14,72
"1062",1253,"easternwashington",29,67,10,32,12,22,15,35,17,17,5,1,27,80
"4442",1253,"washington",27,58,7,21,29,36,11,36,14,15,12,5,22,90
"2995",1254,"pennsylvania",29,60,7,19,4,9,6,29,20,13,5,4,16,69
"4361",1254,"villanova",30,59,4,10,16,21,9,37,16,11,9,1,16,80
"3325",1255,"sanjosest",21,49,8,21,9,15,6,34,14,15,2,9,16,59
"4224",1255,"utahst",28,66,4,17,11,20,16,42,9,7,10,3,17,71
"4288",1256,"uwgreenbay",26,67,7,25,12,20,14,40,15,11,6,1,23,71
"4650",1256,"xavier",29,69,8,33,18,27,18,48,14,10,4,2,16,84
"767",1257,"coloradost",20,52,4,18,13,20,7,27,14,8,4,2,16,57
"3359",1257,"sdsu",30,61,9,26,10,11,12,40,15,7,2,1,15,79
"1284",1258,"georgetown",29,64,9,22,14,14,13,43,16,16,3,7,14,81
"2898",1258,"oklahomast",25,62,12,32,12,16,9,29,12,12,7,5,17,74
"929",1259,"depaul",25,63,5,21,10,18,13,37,17,12,12,6,17,65
"3934",1259,"texastech",21,53,6,18,12,15,11,41,9,22,5,3,20,60
"2980",1260,"pennst",30,68,5,28,11,17,17,52,12,15,12,6,21,76
"4436",1260,"wakeforest",17,58,4,12,16,22,10,33,9,20,7,2,17,54
"328",1261,"boston",26,57,4,15,7,12,11,35,15,14,7,3,16,63
"1305",1261,"georgewashington",23,59,7,23,11,13,12,34,7,15,9,3,13,64
"1005",1262,"duquesne",25,57,8,26,13,15,13,41,15,13,6,10,7,71
"4411",1262,"vmi",21,60,10,35,6,8,11,32,14,10,5,3,12,58
"2144",1263,"massachusetts",23,49,10,23,24,34,7,29,16,19,7,4,24,80
"3500",1263,"southcarolina",33,60,2,10,16,26,10,31,22,16,9,2,26,84
"791",1264,"connecticut",30,64,8,19,12,20,19,44,18,16,4,8,16,80
"1648",1264,"iona",24,59,4,19,10,13,11,31,7,15,9,2,17,62
"298",1265,"binghamton",29,74,10,34,6,8,13,37,12,8,5,0,15,74
"737",1265,"colgate",31,62,9,26,11,14,7,41,11,12,3,2,14,82
"2064",1266,"maine",23,48,7,22,10,14,9,26,16,16,3,3,17,63
"2711",1266,"northeastern",27,52,10,24,14,16,10,29,13,10,13,1,14,78
"1138",1267,"fgc",19,68,5,33,10,14,21,54,10,23,7,5,12,53
"1199",1267,"floridainternational",24,66,12,39,11,19,13,44,19,14,11,8,15,71
"1754",1268,"jamesmadison",25,60,11,30,10,22,12,33,10,12,2,4,14,71
"3142",1268,"radford",38,70,9,19,9,10,12,42,24,5,4,3,16,94
"2371",1269,"morganst",21,46,3,14,14,17,8,24,10,18,5,4,22,59
"3961",1269,"towson",23,50,7,17,23,30,15,34,12,14,10,3,19,76
"33",1270,"akron",28,60,11,22,18,26,15,44,15,19,5,3,18,85
"2110",1270,"marshall",28,61,5,17,12,16,6,28,12,15,8,4,24,73
"707",1271,"clevelandst",22,66,7,13,14,24,17,44,8,11,6,1,24,65
"3953",1271,"toledo",22,49,11,24,25,33,5,38,15,11,8,12,20,80
"1108",1272,"evansville",30,60,15,28,15,21,4,27,25,17,6,1,15,90
"4493",1272,"westernillinois",35,63,5,12,11,14,6,34,6,17,7,1,21,86
"1883",1273,"lehigh",28,61,7,22,6,10,10,39,7,15,1,1,17,69
"3671",1273,"stfrancispa",27,63,5,22,18,21,10,35,14,7,6,4,16,77
"906",1274,"delawarest",23,54,7,20,23,29,11,33,8,14,6,3,24,76
"2027",1274,"loyolamd",26,56,10,25,22,29,12,36,17,15,5,3,24,84
"1316",1275,"georgia",37,70,9,25,12,16,22,54,19,16,8,6,13,95
"2465",1275,"nccentral",23,66,6,21,7,11,13,25,11,14,9,2,18,59
"685",1276,"citadel",31,63,8,23,14,21,5,20,14,9,8,1,17,84
"1090",1276,"etsu",36,65,9,23,15,21,16,45,13,16,6,5,20,96
"1025",1277,"easternillinois",29,65,5,17,6,8,12,33,7,15,8,2,18,69
"1691",1277,"ipfw",26,55,9,22,13,21,14,37,11,20,8,2,12,74
"1361",1278,"georgiatech",32,73,5,23,4,8,12,47,19,16,9,8,17,73
"2526",1278,"nebraska",21,65,6,26,8,18,12,43,14,14,7,2,14,56
"212",1279,"army",26,55,9,18,14,24,5,32,13,12,10,3,12,75
"2629",1279,"njit",24,65,7,26,10,16,14,43,9,16,8,2,22,65
"968",1280,"drexel",33,55,5,13,11,16,6,35,14,15,5,7,20,82
"3096",1280,"princeton",26,64,8,29,16,21,11,30,12,10,8,0,18,76
"86",1281,"albany",19,53,7,26,7,7,5,27,14,10,7,4,11,52
"4660",1281,"yale",23,49,10,23,5,8,4,31,13,13,6,1,9,61
"1512",1282,"houston",19,53,5,18,25,32,14,43,10,11,2,10,23,68
"3929",1282,"texasst",19,56,4,16,18,25,12,35,14,8,3,2,28,60
"3475",1283,"somiss",23,61,7,25,3,4,10,34,11,15,7,2,16,56
"3993",1283,"tulane",20,45,5,21,16,21,5,34,9,19,6,6,6,61
"183",1284,"arkansaspinebluff",14,43,3,13,8,14,7,24,5,24,9,6,10,39
"4003",1284,"tulsa",26,56,10,21,10,12,13,39,18,18,12,2,14,72
"1673",1285,"iowast",26,52,5,21,22,26,8,36,15,15,10,5,15,79
"4160",1285,"umkc",25,55,4,18,7,10,4,25,9,17,8,0,27,61
"2722",1286,"northernarizona",22,54,7,28,15,19,9,22,17,14,8,0,15,66
"4035",1286,"ucdavis",30,50,10,19,15,16,8,34,15,15,6,1,19,85
"2650",1287,"norfolkst",24,54,6,20,5,9,9,27,10,14,9,1,16,59
"3567",1287,"southernillinois",26,54,14,30,10,11,11,33,21,14,8,2,12,76
"455",1288,"byu",35,65,12,24,13,17,7,33,16,20,4,2,29,95
"4212",1288,"utah",37,64,4,18,24,31,4,28,15,11,10,1,17,102
"2662",1289,"northalabama",21,52,8,27,13,17,8,34,10,21,7,4,20,63
"3973",1289,"troy",25,64,5,21,16,21,16,41,12,13,7,5,18,71
"1731",1290,"jacksonville",18,61,5,20,15,26,14,36,8,15,8,1,20,56
"2095",1290,"marquette",25,59,7,23,18,27,12,45,17,13,10,9,23,75
"4243",1291,"utahvalleyst",29,66,7,26,2,3,9,34,21,17,7,6,15,67
"4474",1291,"weberst",27,58,8,22,10,14,9,38,18,19,3,8,15,72
"22",1292,"airforce",32,60,17,30,5,11,9,33,21,10,7,1,12,86
"4627",1292,"wyoming",29,56,14,31,5,7,4,28,16,11,6,3,16,77
"320",1293,"boisest",27,53,14,28,10,14,7,28,19,12,1,2,20,78
"2584",1293,"newmexico",29,57,3,14,19,25,10,32,19,6,7,5,14,80
"2487",1294,"ncst",27,56,8,20,7,10,8,32,6,6,7,6,10,69
"4585",1294,"wisconsin",21,56,5,23,7,15,14,37,7,9,3,4,11,54
"509",1295,"calstfullerton",23,48,5,15,8,15,5,25,5,10,3,2,20,59
"2963",1295,"pacific",24,48,4,9,10,19,8,33,11,10,5,4,20,62
"1231",1296,"fresnost",23,61,14,42,20,28,10,36,16,9,5,7,24,80
"4184",1296,"unlv",24,61,9,26,24,35,18,51,11,13,3,2,25,81
"2556",1297,"nevada",34,64,14,28,16,27,12,52,26,11,6,4,19,98
"3341",1297,"santaclara",24,68,4,29,15,25,13,37,11,9,6,3,21,67
"1548",1298,"idaho",26,63,5,19,8,15,5,31,11,18,6,1,20,65
"4467",1298,"washingtonst",28,63,6,25,16,21,7,40,12,16,12,1,19,78
"460",1299,"cal",21,50,4,14,18,25,8,33,6,15,7,2,17,64
"3315",1299,"sanfrancisco",24,58,12,29,16,21,9,32,12,11,4,3,20,76
"548",1300,"canisius",21,55,1,16,16,23,9,37,9,12,11,0,19,59
"1180",1300,"floridaatlantic",22,58,6,20,12,17,12,41,10,16,5,3,19,62
"3259",1301,"sacredheart",33,68,5,19,18,22,13,38,18,9,3,0,20,89
"4109",1301,"umasslowell",33,65,6,19,14,21,12,37,18,10,6,1,18,86
"1934",1302,"longwood",15,49,6,27,5,15,7,39,7,19,6,1,22,41
"2459",1302,"ncat",19,49,4,21,10,21,4,36,13,15,6,3,16,52
"3224",1303,"robertmorris",28,69,10,28,4,9,12,39,15,13,6,0,20,70
"4671",1303,"youngstownst",28,61,8,19,17,23,9,39,15,12,6,2,15,81
"1799",1304,"kennesawst",15,38,3,8,21,34,11,30,4,21,7,0,20,54
"2485",1304,"ncgreensboro",27,56,6,24,12,15,11,30,10,16,5,8,28,72
"1710",1305,"iupui",21,60,6,17,3,10,8,40,9,14,7,4,17,51
"2354",1305,"moreheadst",22,61,4,22,8,14,11,46,14,12,6,8,12,56
"661",1306,"chicagost",28,48,8,16,25,27,3,30,19,14,6,2,27,89
"3444",1306,"siuedwardsville",27,64,12,24,15,28,15,33,19,9,5,0,21,81
"530",1307,"calstnorthridge",24,62,7,25,16,25,12,44,16,11,8,5,24,71
"3039",1307,"portland",19,58,5,25,21,30,11,41,16,14,5,5,21,64
"474",1308,"calbaptist",26,58,6,18,21,25,14,43,11,11,4,4,18,79
"4082",1308,"ucriverside",22,54,8,24,15,21,6,26,14,10,7,2,21,67
"213",1309,"auburn",29,62,4,25,19,29,15,45,14,19,6,6,14,81
"1255",1309,"furman",28,61,13,31,9,13,4,25,13,15,11,1,27,78
"2748",1310,"northernillinois",18,50,5,20,8,13,10,32,7,13,5,1,14,49
"3727",1310,"stmarys",20,51,9,26,12,14,9,34,12,9,6,6,13,61
"2792",1311,"northtexas",29,59,10,32,12,13,10,32,11,12,2,2,18,80
"2893",1311,"oklahoma",27,54,9,24,19,25,8,28,12,8,8,1,12,82
"568",1312,"centralarkansas",24,49,8,21,13,24,3,30,13,30,2,6,20,69
"4544",1312,"wichitast",35,74,11,28,14,18,10,35,22,16,16,2,22,95
"1974",1313,"louisianatech",26,54,10,16,12,19,14,34,12,10,5,1,15,74
"2276",1313,"mississippist",25,53,11,23,6,12,12,31,18,13,4,5,18,67
"9",1314,"abilenechristian",23,56,5,19,22,27,10,39,11,14,8,2,20,73
"3409",1314,"sems",19,54,2,13,24,28,9,35,6,14,7,3,19,64
"2334",1315,"montanast",28,57,8,23,13,17,8,38,15,12,8,7,16,77
"3542",1315,"southdakotast",26,62,5,20,13,20,11,34,11,9,6,4,17,70
"1434",1316,"hartford",25,52,11,26,17,19,2,27,18,18,5,1,21,78
"3657",1316,"stfrancisny",31,63,5,19,17,23,10,36,17,15,6,1,23,84
"1421",1317,"hampton",34,69,9,29,14,21,10,40,26,16,5,4,27,91
"1532",1317,"howard",27,58,6,19,34,41,5,33,12,12,7,3,18,94
"1078",1318,"elon",23,54,13,29,7,11,5,26,14,15,3,3,22,66
"1467",1318,"highpoint",19,55,10,25,22,30,11,34,12,11,5,5,15,70
"1988",1319,"louisville",23,49,11,26,7,10,8,33,17,13,3,2,12,64
"3027",1319,"pittsburgh",20,53,3,12,3,6,9,29,10,12,5,1,16,46
"1656",1320,"iowa",35,74,3,15,18,24,15,30,13,7,1,0,22,91
"2224",1320,"michigan",32,58,10,24,29,34,12,38,21,9,4,6,19,103
"991",1321,"duke",30,63,7,26,10,10,8,32,14,7,8,4,11,77
"4389",1321,"virginiatech",27,56,5,20,4,6,7,31,12,14,2,2,6,63
"49",1322,"alabama",21,47,11,32,25,35,9,33,13,20,11,8,19,78
"3636",1322,"stephenfaustin",24,61,4,13,16,21,15,38,6,19,12,0,27,68
"653",1323,"chicagost",23,56,13,26,15,17,9,31,6,18,2,3,23,74
"3833",1323,"tennesseest",26,54,5,21,23,31,11,35,18,15,7,3,18,80
"3111",1324,"providence",25,65,5,17,6,12,13,43,14,22,9,4,21,61
"3161",1324,"rhodeisland",26,63,7,20,16,27,12,43,15,16,11,6,16,75
"590",1325,"centralmichigan",24,50,11,20,25,30,8,32,15,8,5,0,10,84
"3813",1325,"tennesseemartin",28,59,11,26,8,10,8,29,11,10,4,2,22,75
"2302",1326,"missourist",30,60,8,23,18,26,10,45,19,17,8,3,18,86
"2416",1326,"mvsu",24,59,8,17,6,14,6,27,7,19,8,1,24,62
"853",1327,"dartmouth",15,44,6,21,8,10,7,28,8,21,5,0,19,44
"3586",1327,"southflorida",23,47,8,22,9,19,9,32,11,17,11,1,19,63
"2323",1328,"montana",27,55,2,5,21,27,7,31,9,10,8,6,18,77
"2680",1328,"northdakota",23,55,9,22,15,20,9,34,15,17,4,2,24,70
"3784",1329,"tcu",29,67,5,19,15,17,13,34,19,12,10,3,19,78
"4198",1329,"usc",30,57,6,13,14,24,11,37,22,15,4,8,15,80
"1555",1330,"idahost",22,53,6,20,15,24,10,32,10,19,7,4,21,65
"3010",1330,"pepperdine",30,65,1,17,16,17,13,39,15,14,10,2,21,77
"397",1331,"bryant",27,70,9,34,4,14,14,48,12,9,5,6,20,67
"780",1331,"columbia",24,61,6,21,11,17,8,44,17,11,2,3,18,65
"528",1332,"calstnorthridge",26,60,6,18,9,12,10,35,15,13,7,2,12,67
"3062",1332,"portlandst",28,71,13,32,4,9,24,50,20,15,6,4,14,73
"753",1333,"colorado",18,60,7,34,15,21,17,36,7,17,11,0,15,58
"1772",1333,"kansas",27,51,6,13,12,19,10,39,14,21,9,4,19,72
"1571",1334,"illinois",22,56,3,14,11,16,10,41,10,13,5,1,17,58
"2123",1334,"maryland",21,63,8,31,9,11,13,39,12,11,6,4,17,59
"2870",1335,"ohiost",31,54,14,26,30,37,9,37,15,9,5,2,18,106
"2984",1335,"pennst",25,59,10,29,14,20,11,25,7,11,5,3,25,74
"1128",1336,"fairleighdickinson",21,65,5,24,5,6,14,33,8,13,2,7,15,52
"1816",1336,"kentucky",32,62,2,11,17,19,12,42,20,9,6,4,14,83
"130",1337,"arizona",14,52,2,18,28,34,10,33,7,16,9,6,23,58
"257",1337,"baylor",17,56,6,24,23,28,13,40,12,16,9,9,22,63
"1458",1338,"hawaii",22,57,12,30,8,12,9,19,14,13,4,0,16,64
"2945",1338,"oregon",32,51,10,19,15,17,6,31,20,12,5,2,16,89
"2165",1339,"memphis",22,58,6,16,15,21,13,32,9,16,9,5,21,65
"4015",1339,"uab",20,51,6,19,11,16,15,40,11,23,6,3,19,57
"3684",1340,"stjoes",25,65,5,24,11,13,15,32,10,11,8,0,21,66
"4372",1340,"villanova",27,55,4,17,20,22,10,36,8,8,2,7,13,78
"441",1341,"butler",25,48,9,20,17,22,2,28,19,10,3,2,18,76
"1155",1341,"florida",21,48,6,26,14,21,4,25,12,10,5,1,18,62
"1237",1342,"fresnost",25,68,7,34,13,15,7,37,10,10,7,5,26,70
"4227",1342,"utahst",21,60,4,19,31,34,11,48,13,10,8,3,15,77
"668",1343,"cincinnati",24,60,6,24,12,19,13,41,9,17,5,5,22,66
"4651",1343,"xavier",28,60,6,19,11,15,7,36,17,11,8,3,17,73
"3699",1344,"stjohns",23,70,2,17,22,27,16,46,9,14,15,5,20,70
"4539",1344,"westvirginia",27,67,9,24,5,12,15,49,16,22,6,6,22,68
"151",1345,"arkansas",28,67,9,30,14,20,10,39,10,16,4,5,23,79
"4506",1345,"westernkentucky",31,67,5,19,19,28,12,44,11,15,7,4,19,86
"1620",1346,"indiana",21,50,5,14,17,26,10,28,12,12,3,3,19,64
"4592",1346,"wisconsin",30,56,8,20,16,18,8,29,13,4,5,6,18,84
"345",1347,"bostoncollege",30,61,11,23,2,4,9,35,13,17,7,0,21,73
"2832",1347,"notredame",23,58,8,29,18,23,12,36,16,15,5,4,13,72
"2916",1348,"olddominion",23,56,2,15,9,12,9,36,5,18,9,4,21,57
